
# TYPE process_cpu_time_seconds_total counter
# UNIT process_cpu_time_seconds_total seconds
# HELP process_cpu_time_seconds_total Total CPU seconds broken down by different states.
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="10"} 4 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 15 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http"} 337.31918099999996 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http"} 15 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.075"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.25"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="0.75"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="1"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="2.5"} 47 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="5"} 50 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="7.5"} 50 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="10"} 50 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 50 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http"} 74.0618369 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/topics/history",network_protocol_version="1.0",url_scheme="http"} 50 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.025"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.05"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.075"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.1"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.25"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="0.75"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="1"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="2.5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="7.5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="10"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 3 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http"} 0.1302652 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/partners/{partnerId}/emails",network_protocol_version="1.0",url_scheme="http"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.01"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.025"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.05"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.075"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.1"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.25"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="0.75"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="1"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/partners/{partnerId}",network_protocol_version="1.0",url_scheme="http",le="2.5"} 3 1786132820020
